32,238b5ab689c5,3f,5d702c25fe34f1
32,238b5bd3dac9,3e,5d702c25fe34f1
32,238b5cc19e38,47,5d702c25fe34f1
32,238b5cc4ade9,2e,5d80052cb951db
32,238b5db27167,28,5d80052cb951db
32,238b5ea03514,29,5d80052cb951db
32,238b60c363a1,2a,2800021b431e44
32,238b6373d554,1e,200017b04a19ab
32,238b637fc8e6,2f,5d80052cb951d5
32,238b651b166b,4f,5d7020a64e8023
32,238b6638676f,4f,5d7020a64e8023
32,238b6737b577,1d,200017b04a19ab
32,238b6c17a0ef,26,02c588b3fd2373
32,238b70740b8c,31,5d780219fbfacc
32,238b841d1626,3e,5d8013f1867dfe
32,238b86c01325,22,200008b389d614
32,238b8a2dc9c9,2d,5d800cecc3b5f5
32,238b8d2e4e15,11,5d8013dd87f416
32,238b9482ebd7,47,5d7020a64e802d
32,238b96628fbe,15,5d06a0dc8b679b
32,238b97ee6925,38,5d80052cb951d5
32,238b9980c0a8,7b,5d70209db0393b
32,238b9db073d2,36,2000183860437e
32,238b9f98c538,3f,5d702c25fe34ff
32,238ba8b9d2fc,24,02c18815cc8e37
32,238bb2d6c223,2f,5d780219fbfacc
32,238bba207f68,20,28000417e1deee
32,238bbb31f9d8,22,5d06a0dc8b679d
32,238bc0dc1b2b,16,5d06a0dc8b679d
32,238bc2ebf4de,20,5d8013f1867dfe
32,238bc6e9c027,5e,5d70209db0393b
32,238bc83161de,33,5d780219fbfac2
32,238bca08e544,34,5d8013dd87f414
32,238bca8181ac,32,5d71c025006681
32,238bd46ab75e,2f,28001033466bad
32,238bd48f0ef4,2b,5d780219fbfaca
32,238bd947a005,2f,5d7020a64e802d
32,238bdc0525ed,47,02c18b30d0b972
32,238bddd9bcf9,2f,5d80052cb951d5
32,238bdea15c9c,42,02c18b30d0b972
32,238be81c798d,30,5d780219fbfacc
32,238be900109d,34,02e19838669b34
32,238be92f5283,35,02e19838669b34
32,238c09c8c86d,75,5d70209db0393b
32,238c0b12482c,24,5d800cecc3b5f5
32,238c0bdd3b5f,1d,5d8013f1867dfe
32,238c107799d9,10,5d71c025006681
32,238c17528251,1e,02c18812335e13
32,238c19e05691,48,5d7020a64e802d
32,238c1c31106b,29,2000
32,238c1cb1dab2,15,5d06a0dc8b679b
32,238c281c385e,2b,5d780219fbfacc
32,238c2f33f2e7,2e,02e195b8d60f7d
32,238c337ba5fd,1e,200017b04a19ab
32,238c395741e4,40,20000a989bab0e
32,238c3b4d6dbd,2e,200015b8d0d737
32,238c40a2394c,2c,5d780219fbfac2
32,238c41bf8a40,2c,5d780219fbfac2
32,238c42ad4dbe,30,5d780219fbfac2
32,238c46748ea0,67,5d70209db0393b
32,238c47d9bf1e,3a,20000b30931d11
32,238c53393681,1c,2800093120dfde
32,238c562485c8,2a,5d71c025006681
32,238c5719985f,1c,5d06a0dc8b6795
32,238c58075c1b,22,5d06a0dc8b6795
32,238c5924ad1f,20,5d06a0dc8b6795
32,238c5a12710b,1c,5d06a0dc8b6795
32,238c5b3546f6,2d,5d80052cb951d5
32,238c5baa7c93,2d,5d7020a64e802d
32,238c5c592383,1f,5d06a0dc8b679b
32,238c5cd83329,44,5d702c25fe34f1
32,238c5df5842d,43,5d702c25fe34f1
32,238c5ee3479c,3f,5d702c25fe34f1
32,238c5ee64f8d,2c,5d80052cb951db
32,238c5fd412fb,29,5d80052cb951db
32,238c60c1d679,34,5d80052cb951db
32,238c62977521,1e,02e197b04cc1e1
32,238c657cddab,1c,200017b04a19ab
32,238c659445fa,1b,5d702c25fe34ff
32,238c67e05020,2d,02e615b80e329e
32,238c685a1018,46,5d7020a64e8023
32,238c69e5b688,39,5d780219fbfac4
32,238c6d092202,3b,02e195b8d60f7d
32,238c7919fb5e,3a,02e617b094fc02
32,238c7b4daab6,1c,280014b08e9d43
32,238c81a6e7fa,5c,02c18892c474a2
32,238c86f0ff12,7b,5d70209db0393b
32,238c932f78f9,20,5d800cecc3b5f5
32,238c98af84d0,41,5d7020a64e802d
32,238c98e1a0b1,46,20000a99645f07
32,238c98e33e83,40,20000b30931d11
32,238c9a7add96,3a,5d80052cb951d5
32,238c9a953e36,35,02060a999f3a78
32,238caec927ac,45,5d702c25fe34ff
32,238cb18bb3f4,37,200015b8d0d737
32,238cb36f1476,2a,5d780219fbfacc
32,238cc1175660,37,28000417e1deee
32,238cc186abc7,20,5d06a0dc8b679d
32,238cc31b7832,1d,5d06a0dc8b679d
